year	IPO Recon	13yrSpline	resids	Mean	Year	MacDonald PDO	13yrMcDonald	Mean	Vance IPO	Vance Mean	+0.5	-0.5	0
1800.0	0.90000	-1.0920	2.1210	0.47000	1800	0.61219	0.27400	0.12000	0.47700	0.11000	0.97000	-0.030000	0.0000
1801.0	-4.2790	-1.2550	5.4340	0.47000	1801	-0.07336	0.28300	0.12000	0.54400	0.11000	0.97000	-0.030000	0.0000
1802.0	-3.1570	-1.1920	1.2130	0.47000	1802	0.46868	0.27500	0.12000	0.60900	0.11000	0.97000	-0.030000	0.0000
1803.0	-1.3410	-0.95000	-0.66600	0.47000	1803	0.00685	0.23800	0.12000	0.66400	0.11000	0.97000	-0.030000	0.0000
1804.0	4.2360	-0.68000	2.3540	0.47000	1804	0.66492	0.16400	0.12000	0.69900	0.11000	0.97000	-0.030000	0.0000
1805.0	-0.88500	-0.52000	5.7870	0.47000	1805	0.60516	0.040000	0.12000	0.70700	0.11000	0.97000	-0.030000	0.0000
1806.0	-1.2070	-0.43500	4.0350	0.47000	1806	-0.04517	-0.12300	0.12000	0.67800	0.11000	0.97000	-0.030000	0.0000
1807.0	-0.51000	-0.36700	2.1460	0.47000	1807	-0.88167	-0.29100	0.12000	0.60900	0.11000	0.97000	-0.030000	0.0000
1808.0	0.34700	-0.28900	3.4820	0.47000	1808	-0.41517	-0.42500	0.12000	0.49400	0.11000	0.97000	-0.030000	0.0000
1809.0	-1.1460	-0.18100	0.93900	0.47000	1809	-0.72561	-0.50700	0.12000	0.33300	0.11000	0.97000	-0.030000	0.0000
1810.0	-0.85800	-0.012000	-2.2670	0.47000	1810	-1.10336	-0.52700	0.12000	0.12700	0.11000	0.97000	-0.030000	0.0000
1811.0	0.93600	0.21400	-2.2220	0.47000	1811	-0.05200	-0.48800	0.12000	-0.11800	0.11000	0.97000	-0.030000	0.0000
1812.0	-0.019000	0.46100	-1.2600	0.47000	1812	-0.35510	-0.41200	0.12000	-0.39200	0.11000	0.97000	-0.030000	0.0000
1813.0	-0.17500	0.70400	-0.27900	0.47000	1813	-0.55722	-0.30800	0.12000	-0.67700	0.11000	0.97000	-0.030000	0.0000
1814.0	2.3270	0.90300	-5.6560	0.47000	1814	-0.23593	-0.18300	0.12000	-0.95100	0.11000	0.97000	-0.030000	0.0000
1815.0	1.6900	0.99100	-4.6220	0.47000	1815	0.11577	-0.054000	0.12000	-1.1850	0.11000	0.97000	-0.030000	0.0000
1816.0	-0.24800	0.95300	-2.7680	0.47000	1816	-0.47987	0.062000	0.12000	-1.3510	0.11000	0.97000	-0.030000	0.0000
1817.0	3.5230	0.80100	2.9600	0.47000	1817	0.62208	0.14700	0.12000	-1.4270	0.11000	0.97000	-0.030000	0.0000
1818.0	1.4110	0.53600	-1.8950	0.47000	1818	0.89988	0.16800	0.12000	-1.4010	0.11000	0.97000	-0.030000	0.0000
1819.0	-1.6780	0.25200	-1.9340	0.47000	1819	0.09014	0.11400	0.12000	-1.2730	0.11000	0.97000	-0.030000	0.0000
1820.0	-2.0380	0.085000	-1.0690	0.47000	1820	-0.16326	0.0040000	0.12000	-1.0590	0.11000	0.97000	-0.030000	0.0000
1821.0	0.54400	0.087000	-0.21400	0.47000	1821	0.52315	-0.14200	0.12000	-0.78300	0.11000	0.97000	-0.030000	0.0000
1822.0	-0.11100	0.22200	-1.8420	0.47000	1822	-0.23708	-0.30000	0.12000	-0.47900	0.11000	0.97000	-0.030000	0.0000
1823.0	-0.19000	0.44500	-1.7770	0.47000	1823	-1.81816	-0.42400	0.12000	-0.17900	0.11000	0.97000	-0.030000	0.0000
1824.0	1.1090	0.69900	-0.23700	0.47000	1824	-0.93051	-0.47400	0.12000	0.089000	0.11000	0.97000	-0.030000	0.0000
1825.0	3.0070	0.90700	-1.4000	0.47000	1825	0.43727	-0.46400	0.12000	0.30800	0.11000	0.97000	-0.030000	0.0000
1826.0	-0.54000	1.0150	-1.6640	0.47000	1826	-0.44878	-0.42600	0.12000	0.46900	0.11000	0.97000	-0.030000	0.0000
1827.0	1.9220	1.0400	0.81300	0.47000	1827	-0.37901	-0.36700	0.12000	0.57000	0.11000	0.97000	-0.030000	0.0000
1828.0	3.1690	0.96700	0.24900	0.47000	1828	0.27939	-0.28600	0.12000	0.61600	0.11000	0.97000	-0.030000	0.0000
1829.0	-0.44300	0.81800	-1.5400	0.47000	1829	-0.74113	-0.17700	0.12000	0.61500	0.11000	0.97000	-0.030000	0.0000
1830.0	-0.42100	0.69500	2.3540	0.47000	1830	-0.93504	-0.018000	0.12000	0.57800	0.11000	0.97000	-0.030000	0.0000
1831.0	-0.62500	0.66100	0.27600	0.47000	1831	-0.08667	0.18900	0.12000	0.51500	0.11000	0.97000	-0.030000	0.0000
1832.0	-0.82900	0.71600	-2.8690	0.47000	1832	1.10812	0.39900	0.12000	0.43500	0.11000	0.97000	-0.030000	0.0000
1833.0	4.0650	0.79100	-3.3030	0.47000	1833	1.68853	0.55700	0.12000	0.34600	0.11000	0.97000	-0.030000	0.0000
1834.0	2.3500	0.77500	-0.70500	0.47000	1834	0.66815	0.64300	0.12000	0.25400	0.11000	0.97000	-0.030000	0.0000
1835.0	-1.7340	0.68000	-1.2660	0.47000	1835	0.70345	0.68000	0.12000	0.16100	0.11000	0.97000	-0.030000	0.0000
1836.0	-0.026000	0.58200	-1.2460	0.47000	1836	-0.33061	0.70800	0.12000	0.072000	0.11000	0.97000	-0.030000	0.0000
1837.0	1.8030	0.47600	0.15900	0.47000	1837	0.15484	0.75600	0.12000	-0.011000	0.11000	0.97000	-0.030000	0.0000
1838.0	1.1030	0.32800	2.2050	0.47000	1838	1.14698	0.80800	0.12000	-0.083000	0.11000	0.97000	-0.030000	0.0000
1839.0	0.73600	0.15200	-1.1660	0.47000	1839	1.84377	0.82400	0.12000	-0.14200	0.11000	0.97000	-0.030000	0.0000
1840.0	-0.71700	0.0070000	1.4410	0.47000	1840	1.03235	0.77600	0.12000	-0.18200	0.11000	0.97000	-0.030000	0.0000
1841.0	-1.3990	-0.023000	2.7180	0.47000	1841	0.58296	0.68200	0.12000	-0.20100	0.11000	0.97000	-0.030000	0.0000
1842.0	-2.6110	0.10800	-1.0250	0.47000	1842	0.53509	0.57600	0.12000	-0.19700	0.11000	0.97000	-0.030000	0.0000
1843.0	0.45900	0.36800	-1.2630	0.47000	1843	0.20793	0.49000	0.12000	-0.17000	0.11000	0.97000	-0.030000	0.0000
1844.0	2.7110	0.61200	-1.7120	0.47000	1844	0.29230	0.45100	0.12000	-0.12200	0.11000	0.97000	-0.030000	0.0000
1845.0	2.6610	0.69600	-1.9990	0.47000	1845	-0.13931	0.47600	0.12000	-0.056000	0.11000	0.97000	-0.030000	0.0000
1846.0	2.8710	0.56700	3.0240	0.47000	1846	0.47883	0.56600	0.12000	0.023000	0.11000	0.97000	-0.030000	0.0000
1847.0	-0.78500	0.28700	1.5890	0.47000	1847	0.95232	0.69800	0.12000	0.10700	0.11000	0.97000	-0.030000	0.0000
1848.0	-2.3640	0.0070000	-2.2150	0.47000	1848	0.56433	0.84200	0.12000	0.18800	0.11000	0.97000	-0.030000	0.0000
1849.0	-0.75700	-0.15900	-0.34100	0.47000	1849	1.15206	0.97500	0.12000	0.26000	0.11000	0.97000	-0.030000	0.0000
1850.0	-0.50300	-0.20000	1.5290	0.47000	1850	1.53987	1.0670	0.12000	0.31500	0.11000	0.97000	-0.030000	0.0000
1851.0	-0.45600	-0.15200	0.78100	0.47000	1851	0.74757	1.0970	0.12000	0.34900	0.11000	0.97000	-0.030000	0.0000
1852.0	-0.62800	-0.067000	0.32900	0.47000	1852	1.25244	1.0580	0.12000	0.35800	0.11000	0.97000	-0.030000	0.0000
1853.0	2.3910	-0.019000	-1.1720	0.47000	1853	1.77408	0.93800	0.12000	0.34300	0.11000	0.97000	-0.030000	0.0000
1854.0	1.3920	-0.082000	-1.7920	0.47000	1854	1.01201	0.73600	0.12000	0.30700	0.11000	0.97000	-0.030000	0.0000
1855.0	-2.3980	-0.23300	-2.8520	0.47000	1855	0.76854	0.48700	0.12000	0.25300	0.11000	0.97000	-0.030000	0.0000
1856.0	0.21800	-0.39700	0.38100	0.47000	1856	0.16483	0.24300	0.12000	0.18600	0.11000	0.97000	-0.030000	0.0000
1857.0	-0.87800	-0.55300	2.7900	0.47000	1857	-1.83527	0.070000	0.12000	0.11200	0.11000	0.97000	-0.030000	0.0000
1858.0	0.50500	-0.68600	2.8730	0.47000	1858	-0.44540	0.018000	0.12000	0.032000	0.11000	0.97000	-0.030000	0.0000
1859.0	-0.99100	-0.77200	3.1690	0.47000	1859	0.64328	0.059000	0.12000	-0.050000	0.11000	0.97000	-0.030000	0.0000
1860.0	-0.90700	-0.75200	-0.50800	0.47000	1860	0.41963	0.14000	0.12000	-0.13100	0.11000	0.97000	-0.030000	0.0000
1861.0	-1.3460	-0.56200	-2.2760	0.47000	1861	0.63241	0.22500	0.12000	-0.20900	0.11000	0.97000	-0.030000	0.0000
1862.0	-2.9950	-0.15600	-1.0750	0.47000	1862	0.74171	0.29900	0.12000	-0.28100	0.11000	0.97000	-0.030000	0.0000
1863.0	-0.62900	0.45800	-1.4350	0.47000	1863	0.47182	0.36600	0.12000	-0.34400	0.11000	0.97000	-0.030000	0.0000
1864.0	0.94000	1.1510	-2.0810	0.47000	1864	-0.16195	0.45300	0.12000	-0.39700	0.11000	0.97000	-0.030000	0.0000
1865.0	6.5130	1.7260	-2.8290	0.47000	1865	-0.11417	0.58800	0.12000	-0.43800	0.11000	0.97000	-0.030000	0.0000
1866.0	1.8190	2.0150	-0.099000	0.47000	1866	0.61643	0.77200	0.12000	-0.46900	0.11000	0.97000	-0.030000	0.0000
1867.0	2.3840	2.0180	-1.1000	0.47000	1867	0.84768	0.97300	0.12000	-0.49200	0.11000	0.97000	-0.030000	0.0000
1868.0	1.8230	1.7740	-4.6460	0.47000	1868	1.83616	1.1450	0.12000	-0.51100	0.11000	0.97000	-0.030000	0.0000
1869.0	3.1180	1.3350	-1.5910	0.47000	1869	1.94044	1.2450	0.12000	-0.52700	0.11000	0.97000	-0.030000	0.0000
1870.0	-0.079000	0.77600	-2.1280	0.47000	1870	1.35581	1.2580	0.12000	-0.54000	0.11000	0.97000	-0.030000	0.0000
1871.0	-0.95600	0.22700	-0.19600	0.47000	1871	1.03273	1.2010	0.12000	-0.54700	0.11000	0.97000	-0.030000	0.0000
1872.0	-1.1470	-0.20700	-1.2580	0.47000	1872	0.75074	1.1010	0.12000	-0.54400	0.11000	0.97000	-0.030000	0.0000
1873.0	-0.022000	-0.48000	-0.90100	0.47000	1873	0.50774	0.97700	0.12000	-0.52400	0.11000	0.97000	-0.030000	0.0000
1874.0	-1.8020	-0.58600	-1.2340	0.47000	1874	1.25180	0.82600	0.12000	-0.48300	0.11000	0.97000	-0.030000	0.0000
1875.0	-2.3750	-0.52300	-2.9460	0.47000	1875	0.79843	0.63300	0.12000	-0.42100	0.11000	0.97000	-0.030000	0.0000
1876.0	-0.30300	-0.34600	-0.75700	0.47000	1876	0.84684	0.39400	0.12000	-0.33800	0.11000	0.97000	-0.030000	0.0000
1877.0	1.2910	-0.18800	0.65400	0.47000	1877	0.34547	0.11700	0.12000	-0.23900	0.11000	0.97000	-0.030000	0.0000
1878.0	4.4120	-0.18300	6.2210	0.47000	1878	-0.19240	-0.16700	0.12000	-0.13200	0.11000	0.97000	-0.030000	0.0000
1879.0	-1.5710	-0.36900	1.7130	0.47000	1879	-0.90265	-0.41600	0.12000	-0.025000	0.11000	0.97000	-0.030000	0.0000
1880.0	-2.5140	-0.61500	2.5250	0.47000	1880	-0.95220	-0.59100	0.12000	0.074000	0.11000	0.97000	-0.030000	0.0000
1881.0	-0.41600	-0.80900	2.1580	0.47000	1881	-1.09778	-0.67500	0.12000	0.15900	0.11000	0.97000	-0.030000	0.0000
1882.0	-0.60500	-0.91700	3.5610	0.47000	1882	-0.38868	-0.67300	0.12000	0.22700	0.11000	0.97000	-0.030000	0.0000
1883.0	-1.8960	-0.90200	0.34900	0.47000	1883	-0.81223	-0.60300	0.12000	0.28000	0.11000	0.97000	-0.030000	0.0000
1884.0	-2.7620	-0.72300	-0.70700	0.47000	1884	0.08456	-0.48100	0.12000	0.32100	0.11000	0.97000	-0.030000	0.0000
1885.0	-0.27700	-0.39100	-1.2300	0.47000	1885	-0.54272	-0.32300	0.12000	0.35400	0.11000	0.97000	-0.030000	0.0000
1886.0	1.2920	0.0010000	-0.49700	0.47000	1886	-0.51019	-0.12700	0.12000	0.38600	0.11000	0.97000	-0.030000	0.0000
1887.0	-2.0950	0.35800	-2.6340	0.47000	1887	-0.06727	0.10200	0.12000	0.42000	0.11000	0.97000	-0.030000	0.0000
1888.0	1.9880	0.61100	-3.4600	0.47000	1888	0.06320	0.34200	0.12000	0.45900	0.11000	0.97000	-0.030000	0.0000
1889.0	5.8720	0.62400	-1.4010	0.47000	1889	0.94807	0.55700	0.12000	0.50500	0.11000	0.97000	-0.030000	0.0000
1890.0	-0.66700	0.33800	0.47900	0.47000	1890	1.07940	0.70600	0.12000	0.55500	0.11000	0.97000	-0.030000	0.0000
1891.0	0.60200	-0.11200	4.0500	0.47000	1891	1.41614	0.76100	0.12000	0.60900	0.11000	0.97000	-0.030000	0.0000
1892.0	-1.7370	-0.57200	-1.4730	0.47000	1892	0.71204	0.71700	0.12000	0.66200	0.11000	0.97000	-0.030000	0.0000
1893.0	-3.5440	-0.88500	-2.1030	0.47000	1893	0.67258	0.59700	0.12000	0.71100	0.11000	0.97000	-0.030000	0.0000
1894.0	-2.3580	-0.95000	0.060000	0.47000	1894	0.17496	0.43000	0.12000	0.75400	0.11000	0.97000	-0.030000	0.0000
1895.0	-0.17700	-0.78900	-0.29000	0.47000	1895	0.07264	0.24600	0.12000	0.78700	0.11000	0.97000	-0.030000	0.0000
1896.0	-0.23400	-0.49300	-1.8770	0.47000	1896	-0.00012	0.064000	0.12000	0.81200	0.11000	0.97000	-0.030000	0.0000
1897.0	1.9660	-0.14100	-3.0950	0.47000	1897	-0.06770	-0.10600	0.12000	0.82800	0.11000	0.97000	-0.030000	0.0000
1898.0	-0.051000	0.22100	-0.97200	0.47000	1898	-0.05182	-0.25700	0.12000	0.83700	0.11000	0.97000	-0.030000	0.0000
1899.0	-2.0750	0.62500	0.19200	0.47000	1899	-0.18392	-0.38000	0.12000	0.84200	0.11000	0.97000	-0.030000	0.0000
1900.0	2.8290	1.0890	-3.6580	0.47000	1900	-1.14321	-0.45600	0.12000	0.84300	0.11000	0.97000	-0.030000	0.0000
1901.0	1.2080	1.5410	-0.028000	0.47000	1901	-0.33081	-0.46300	0.12000	0.84000	0.11000	0.97000	-0.030000	0.0000
1902.0	1.0900	1.9510	3.4470	0.47000	1902	-0.61355	-0.40200	0.12000	0.83200	0.11000	0.97000	-0.030000	0.0000
1903.0	4.0580	2.2810	-3.4220	0.47000	1903	-0.24307	-0.27500	0.12000	0.81500	0.11000	0.97000	-0.030000	0.0000
1904.0	-0.33000	2.4750	-2.3470	0.47000	1904	-0.72849	-0.094000	0.12000	0.78700	0.11000	0.97000	-0.030000	0.0000
1905.0	6.1130	2.5100	-4.7210	0.47000	1905	0.12480	0.12500	0.12000	0.74500	0.11000	0.97000	-0.030000	0.0000
1906.0	4.3190	2.3080	-6.3260	0.47000	1906	0.89985	0.34400	0.12000	0.69000	0.11000	0.97000	-0.030000	0.0000
1907.0	0.90800	1.9170	-4.7490	0.47000	1907	1.21741	0.52200	0.12000	0.62200	0.11000	0.97000	-0.030000	0.0000
1908.0	1.2340	1.4790	-2.1300	0.47000	1908	0.34343	0.64600	0.12000	0.54600	0.11000	0.97000	-0.030000	0.0000
1909.0	0.47500	1.1190	-1.8270	0.47000	1909	0.59312	0.73000	0.12000	0.46600	0.11000	0.97000	-0.030000	0.0000
1910.0	-1.4290	0.93400	0.55800	0.47000	1910	1.02361	0.78200	0.12000	0.38700	0.11000	0.97000	-0.030000	0.0000
1911.0	-1.7550	0.97600	-1.5020	0.47000	1911	1.23960	0.80500	0.12000	0.31600	0.11000	0.97000	-0.030000	0.0000
1912.0	3.6680	1.1820	-3.7310	0.47000	1912	0.53964	0.81300	0.12000	0.25600	0.11000	0.97000	-0.030000	0.0000
1913.0	2.6420	1.3870	0.96800	0.47000	1913	0.26079	0.83600	0.12000	0.21300	0.11000	0.97000	-0.030000	0.0000
1914.0	1.9740	1.5050	-0.77200	0.47000	1914	0.74194	0.89100	0.12000	0.18900	0.11000	0.97000	-0.030000	0.0000
1915.0	3.0070	1.5240	-0.90800	0.47000	1915	1.38371	0.97400	0.12000	0.18500	0.11000	0.97000	-0.030000	0.0000
1916.0	-0.35700	1.4710	2.1130	0.47000	1916	0.90424	1.0690	0.12000	0.20200	0.11000	0.97000	-0.030000	0.0000
1917.0	0.90700	1.4170	-2.2210	0.47000	1917	0.50091	1.1770	0.12000	0.23900	0.11000	0.97000	-0.030000	0.0000
1918.0	-1.4170	1.3730	4.2650	0.47000	1918	1.61220	1.2870	0.12000	0.29300	0.11000	0.97000	-0.030000	0.0000
1919.0	5.4590	1.2930	2.5520	0.47000	1919	1.46225	1.3670	0.12000	0.35800	0.11000	0.97000	-0.030000	0.0000
1920.0	2.2110	1.0580	-0.62400	0.47000	1920	1.79024	1.3910	0.12000	0.42900	0.11000	0.97000	-0.030000	0.0000
1921.0	0.10500	0.69000	0.070000	0.47000	1921	1.76044	1.3410	0.12000	0.50000	0.11000	0.97000	-0.030000	0.0000
1922.0	0.55300	0.28300	-0.28200	0.47000	1922	1.78085	1.2220	0.12000	0.56400	0.11000	0.97000	-0.030000	0.0000
1923.0	-1.6920	-0.076000	-1.8270	0.47000	1923	0.53502	1.0600	0.12000	0.61500	0.11000	0.97000	-0.030000	0.0000
1924.0	0.52500	-0.31200	-1.9170	0.47000	1924	0.43127	0.90200	0.12000	0.64900	0.11000	0.97000	-0.030000	0.0000
1925.0	-4.5620	-0.39700	3.5900	0.47000	1925	0.26544	0.77500	0.12000	0.66500	0.11000	0.97000	-0.030000	0.0000
1926.0	2.7080	-0.32400	2.4920	0.47000	1926	0.74952	0.68100	0.12000	0.66400	0.11000	0.97000	-0.030000	0.0000
1927.0	0.83900	-0.20700	1.7070	0.47000	1927	1.15757	0.60000	0.12000	0.64800	0.11000	0.97000	-0.030000	0.0000
1928.0	-0.78200	-0.072000	2.6050	0.47000	1928	0.68971	0.51300	0.12000	0.62100	0.11000	0.97000	-0.030000	0.0000
1929.0	-1.2700	0.10900	-0.94000	0.47000	1929	0.12105	0.42400	0.12000	0.58900	0.11000	0.97000	-0.030000	0.0000
1930.0	-0.018000	0.33800	0.095000	0.47000	1930	-0.12017	0.34900	0.12000	0.55400	0.11000	0.97000	-0.030000	0.0000
1931.0	2.9360	0.55700	-2.4480	0.47000	1931	0.79548	0.28500	0.12000	0.51900	0.11000	0.97000	-0.030000	0.0000
1932.0	-0.095000	0.70300	4.2820	0.47000	1932	0.68327	0.21900	0.12000	0.48700	0.11000	0.97000	-0.030000	0.0000
1933.0	2.1750	0.78900	0.94800	0.47000	1933	0.46070	0.15200	0.12000	0.45600	0.11000	0.97000	-0.030000	0.0000
1934.0	-1.5460	0.83500	-1.2040	0.47000	1934	-0.70658	0.11300	0.12000	0.42600	0.11000	0.97000	-0.030000	0.0000
1935.0	1.8570	0.88100	-0.80300	0.47000	1935	-0.40415	0.13600	0.12000	0.39600	0.11000	0.97000	-0.030000	0.0000
1936.0	0.31700	0.90300	-3.0690	0.47000	1936	-0.05109	0.22600	0.12000	0.36200	0.11000	0.97000	-0.030000	0.0000
1937.0	2.3440	0.88300	-0.83200	0.47000	1937	0.26630	0.35500	0.12000	0.32300	0.11000	0.97000	-0.030000	0.0000
1938.0	0.81300	0.80700	-5.8430	0.47000	1938	1.11808	0.48300	0.12000	0.27700	0.11000	0.97000	-0.030000	0.0000
1939.0	-1.0400	0.70600	1.5280	0.47000	1939	0.61683	0.56800	0.12000	0.22100	0.11000	0.97000	-0.030000	0.0000
1940.0	0.46900	0.61200	-0.24700	0.47000	1940	0.77880	0.59000	0.12000	0.15400	0.11000	0.97000	-0.030000	0.0000
1941.0	3.7100	0.48900	-1.7450	0.47000	1941	1.12638	0.53900	0.12000	0.076000	0.11000	0.97000	-0.030000	0.0000
1942.0	-0.21100	0.31100	-2.0550	0.47000	1942	0.14866	0.41800	0.12000	-0.016000	0.11000	0.97000	-0.030000	0.0000
1943.0	-1.9590	0.16200	-0.65400	0.47000	1943	0.54543	0.25200	0.12000	-0.12100	0.11000	0.97000	-0.030000	0.0000
1944.0	0.33400	0.11900	2.3430	0.47000	1944	-0.09257	0.060000	0.12000	-0.24000	0.11000	0.97000	-0.030000	0.0000
1945.0	-1.7580	0.17700	-0.74700	0.47000	1945	-0.45685	-0.12700	0.12000	-0.37100	0.11000	0.97000	-0.030000	0.0000
1946.0	1.3170	0.30400	1.3970	0.47000	1946	-0.51470	-0.28700	0.12000	-0.51400	0.11000	0.97000	-0.030000	0.0000
1947.0	1.5460	0.40500	-2.4250	0.47000	1947	-0.40862	-0.41400	0.12000	-0.66400	0.11000	0.97000	-0.030000	0.0000
1948.0	-0.39800	0.41900	0.96400	0.47000	1948	-0.62176	-0.51200	0.12000	-0.81500	0.11000	0.97000	-0.030000	0.0000
1949.0	2.1950	0.32600	-0.48300	0.47000	1949	-0.22941	-0.58600	0.12000	-0.96100	0.11000	0.97000	-0.030000	0.0000
1950.0	1.0370	0.10400	1.7660	0.47000	1950	-0.78373	-0.64500	0.12000	-1.0940	0.11000	0.97000	-0.030000	0.0000
1951.0	-1.3460	-0.20000	0.53800	0.47000	1951	-0.95257	-0.68600	0.12000	-1.2050	0.11000	0.97000	-0.030000	0.0000
1952.0	0.35600	-0.49800	-1.0160	0.47000	1952	-0.22068	-0.71000	0.12000	-1.2860	0.11000	0.97000	-0.030000	0.0000
1953.0	-1.7350	-0.72800	0.72300	0.47000	1953	-0.96931	-0.72500	0.12000	-1.3330	0.11000	0.97000	-0.030000	0.0000
1954.0	-1.3090	-0.81700	4.0530	0.47000	1954	-0.86334	-0.72500	0.12000	-1.3420	0.11000	0.97000	-0.030000	0.0000
1955.0	-2.0830	-0.72400	0.039000	0.47000	1955	-0.63819	-0.70900	0.12000	-1.3140	0.11000	0.97000	-0.030000	0.0000
1956.0	-1.5460	-0.44900	-1.9840	0.47000	1956	-1.09947	-0.68600	0.12000	-1.2520	0.11000	0.97000	-0.030000	0.0000
1957.0	-1.0150	-0.054000	-0.086000	0.47000	1957	-0.61396	-0.66400	0.12000	-1.1640	0.11000	0.97000	-0.030000	0.0000
1958.0	2.8710	0.33600	-2.5690	0.47000	1958	0.11657	-0.66700	0.12000	-1.0580	0.11000	0.97000	-0.030000	0.0000
1959.0	1.6860	0.57600	0.26700	0.47000	1959	-0.34713	-0.71200	0.12000	-0.94700	0.11000	0.97000	-0.030000	0.0000
1960.0	2.3920	0.61300	0.45800	0.47000	1960	-0.63198	-0.78500	0.12000	-0.83900	0.11000	0.97000	-0.030000	0.0000
1961.0	0.096000	0.47500	-1.3470	0.47000	1961	-1.45981	-0.84900	0.12000	-0.74400	0.11000	0.97000	-0.030000	0.0000
1962.0	-0.52300	0.25900	1.4610	0.47000	1962	-1.48209	-0.86600	0.12000	-0.66200	0.11000	0.97000	-0.030000	0.0000
1963.0	-1.3100	0.061000	0.50200	0.47000	1963	-0.59125	-0.82300	0.12000	-0.59300	0.11000	0.97000	-0.030000	0.0000
1964.0	1.1410	-0.072000	-1.7480	0.47000	1964	-0.75190	-0.73200	0.12000	-0.53400	0.11000	0.97000	-0.030000	0.0000
1965.0	-1.2150	-0.13500	0.016000	0.47000	1965	-0.71118	-0.60300	0.12000	-0.47700	0.11000	0.97000	-0.030000	0.0000
1966.0	0.51100	-0.10200	-2.1070	0.47000	1966	-0.68926	-0.44700	0.12000	-0.41900	0.11000	0.97000	-0.030000	0.0000
1967.0	-2.3700	0.028000	-1.8110	0.47000	1967	-0.17407	-0.27900	0.12000	-0.35600	0.11000	0.97000	-0.030000	0.0000
1968.0	0.39000	0.25000	-2.8070	0.47000	1968	-0.27932	-0.12400	0.12000	-0.28800	0.11000	0.97000	-0.030000	0.0000
1969.0	3.4090	0.47500	-2.4950	0.47000	1969	0.73720	-0.0070000	0.12000	-0.21700	0.11000	0.97000	-0.030000	0.0000
1970.0	1.3630	0.62700	-2.1160	0.47000	1970	0.62037	0.049000	0.12000	-0.14100	0.11000	0.97000	-0.030000	0.0000
1971.0	-2.1050	0.74400	1.6530	0.47000	1971	-0.25599	0.053000	0.12000	-0.062000	0.11000	0.97000	-0.030000	0.0000
1972.0	-0.48800	0.89100	0.32100	0.47000	1972	-0.08747	0.037000	0.12000	0.021000	0.11000	0.97000	-0.030000	0.0000
1973.0	6.3550	1.0230	0.89500	0.47000	1973	-0.06510	0.028000	0.12000	0.11000	0.11000	0.97000	-0.030000	0.0000
1974.0	-0.59400	1.0680	-1.4460	0.47000	1974	-0.40472	0.042000	0.12000	0.20700	0.11000	0.97000	-0.030000	0.0000
1975.0	1.2150	1.1210	-2.1190	0.47000	1975	0.21874	0.089000	0.12000	0.31500	0.11000	0.97000	-0.030000	0.0000
1976.0	-2.7240	1.2660	-3.0500	0.47000	1976	-0.01372	0.16200	0.12000	0.42900	0.11000	0.97000	-0.030000	0.0000
1977.0	1.6670	1.5370	-0.87000	0.47000	1977	0.16900	0.25300	0.12000	0.54700	0.11000	0.97000	-0.030000	0.0000
1978.0	3.4770	1.8260	-3.5150	0.47000	1978	0.40826	0.34700	0.12000	0.66500	0.11000	0.97000	-0.030000	0.0000
1979.0	4.4740	2.0100	-1.9730	0.47000	1979	0.64408	0.42800	0.12000	0.77600	0.11000	0.97000	-0.030000	0.0000
1980.0	1.0590	2.0470	-4.8910	0.47000	1980	0.80703	0.48100	0.12000	0.87700	0.11000	0.97000	-0.030000	0.0000
1981.0	1.2670	1.9920	-2.0770	0.47000	1981	0.52299	0.50200	0.12000	0.96300	0.11000	0.97000	-0.030000	0.0000
1982.0	1.2990	1.8810	1.0540	0.47000	1982	-0.03236	0.50200	0.12000	1.0310	0.11000	0.97000	-0.030000	0.0000
1983.0	3.5230	1.7080	-0.81900	0.47000	1983	0.98266	0.49200	0.12000	1.0810	0.11000	0.97000	-0.030000	0.0000
1984.0	1.1490	1.4540	-4.0330	0.47000	1984	0.35655	0.46500	0.12000	1.1120	0.11000	0.97000	-0.030000	0.0000
1985.0	0.62200	1.1620	-2.1240	0.47000	1985	0.46394	0.42900	0.12000	1.1240	0.11000	0.97000	-0.030000	0.0000
1986.0	0.60600	0.87300	5.0080	0.47000	1986	0.35615	0.39200	0.12000	1.1190	0.11000	0.97000	-0.030000	0.0000
1987.0	2.0940	0.60200	-1.6700	0.47000	1987	0.11326	0.36100	0.12000	1.0960	0.11000	0.97000	-0.030000	0.0000
1988.0	-0.065000	0.36600	0.37500	0.47000	1988	0.50617	0.34000	0.12000	1.0570	0.11000	0.97000	-0.030000	0.0000
1989.0	-1.5580	0.22800	-3.4260	0.47000	1989	0.61705	0.32800	0.12000	1.0010	0.11000	0.97000	-0.030000	0.0000
1990.0	0.021000	0.23300	0.96000	0.47000	1990	-0.08041	0.32600	0.12000	0.93000	0.11000	0.97000	-0.030000	0.0000
1991.0	-1.2310	0.35500	2.6480	0.47000	1991	-0.24411	0.34600	0.12000	0.84600	0.11000	0.97000	-0.030000	0.0000
1992.0	2.5820	0.52900	3.4710	0.47000	1992	0.62886	0.38200	0.12000	0.75000	0.11000	0.97000	-0.030000	0.0000
1993.0	1.4300	0.65200	-0.067000	0.47000	1993	1.15039	0.40500	0.12000	0.64600	0.11000	0.97000	-0.030000	0.0000
