Year (CE),Vance22,Porter21,Linsley08,Godkin21,Buckley19
1120,1.156190116,,,,
1121,0.938434831,,,,
1122,0.698635323,,,,
1123,0.435190406,,,,
1124,0.120571612,,,,
1125,-0.147208204,,,,
1126,-0.367730346,,,,
1127,-0.482868737,,,,
1128,-0.544166367,,,,
1129,-0.606125027,,,,
1130,-0.592655065,,,,
1131,-0.529992971,,,,
1132,-0.434788108,,,,
1133,-0.119606799,,,,
1134,0.158907737,,,,
1135,0.477578901,,,,
1136,0.812870142,,,,
1137,1.070022055,,,,
1138,0.831849703,,,,
1139,1.140974842,,,,
1140,1.38835077,,,,
1141,1.579103307,,,,
1142,1.650221458,,,,
1143,1.63928158,,,,
1144,1.521769927,,,,
1145,1.334110542,,,,
1146,1.109020228,,,,
1147,1.475522174,,,,
1148,1.395605325,,,,
1149,1.347562658,,,,
1150,1.170165088,,,,
1151,0.948919886,,,,
1152,0.721882733,,,,
1153,0.500960556,,,,
1154,0.270268738,,,,
1155,0.229102624,,,,
1156,0.279818315,,,,
1157,0.321687868,,,,
1158,0.372167382,,,,
1159,0.402684577,,,,
1160,0.02975436,,,,
1161,0.24779488,,,,
1162,0.582824822,,,,
1163,0.879825493,,,,
1164,1.175928713,,,,
1165,1.165631231,,,,
1166,0.931235047,,,,
1167,0.654694921,,,,
1168,0.807720253,,,,
1169,0.882347319,,,,
1170,0.845436372,,,,
1171,0.844250955,,,,
1172,0.873913566,,,,
1173,0.944120942,,,,
1174,1.051178516,,,,
1175,1.152171045,,,,
1176,1.29844307,,,,
1177,1.43725508,,,,
1178,1.16935904,,,,
1179,0.918501539,,,,
1180,0.695612036,,,,
1181,0.510943023,,,,
1182,0.398799372,,,,
1183,0.372875554,,,,
1184,0.362394414,,,,
1185,0.321824338,,,,
1186,0.314653423,,,,
1187,0.35491516,,,,
1188,0.386546608,,,,
1189,0.413419108,,,,
1190,-0.012549618,,,,
1191,0.038809821,,,,
1192,0.062402621,,,,
1193,0.091414575,,,,
1194,0.101450282,,,,
1195,0.128175612,,,,
1196,0.124237488,,,,
1197,0.156641248,,,,
1198,0.210123346,,,,
1199,0.27417481,,,,
1200,0.282631392,,,,
1201,0.309639441,,,,
1202,0.286225378,,,,
1203,0.232577704,,,,
1204,0.16979087,,,,
1205,0.100924318,,,,
1206,0.071034074,,,,
1207,0.043746692,,,,
1208,0.308470363,,,,
1209,0.767534405,,,,
1210,1.26046086,,,,
1211,1.027214968,,,,
1212,0.814153984,,,,
1213,0.63477439,,,,
1214,0.463140912,,,,
1215,0.30351897,,,,
1216,0.215992407,,,,
1217,0.099173367,,,,
1218,-0.006922919,,,,
1219,-0.083770888,,,,
1220,-0.107378501,,,,
1221,-0.15639894,,,,
1222,-0.168842247,,,,
1223,-0.187491079,,,,
1224,-0.171009441,,,,
1225,0.280587437,,,,
1226,0.348266662,,,,
1227,0.372166832,,,,
1228,0.39423689,,,,
1229,0.392996942,,,,
1230,0.360170993,,,,
1231,0.33369417,,,,
1232,0.302206854,,,,
1233,0.271508371,,,,
1234,0.208032368,,,,
1235,0.163016702,,,,
1236,0.10989713,,,,
1237,0.069858281,,,,
1238,0.013179488,,,,
1239,-0.029954847,,,,
1240,-0.02221691,,,,
1241,-0.045673575,,,,
1242,-0.020427601,,,,
1243,0.052759232,,,,
1244,0.12202465,,,,
1245,0.194124246,,,,
1246,0.284877503,,,,
1247,0.371699978,,,,
1248,0.452484472,,,,
1249,0.481105983,,,,
1250,0.544101941,,,,
1251,0.551257025,,,,
1252,0.547636697,,,,
1253,0.491413803,,,,
1254,0.405549695,,,,
1255,0.307220655,,,,
1256,0.163759561,,,,
1257,-0.035145092,,,,
1258,-0.237217999,,,,
1259,-0.381396088,,,,
1260,-0.471238504,,,,
1261,-0.515548468,,,,
1262,-0.580025051,,,,
1263,-0.58601665,,,,
1264,-0.586207717,,,,
1265,-0.516665623,,,,
1266,-0.303145799,,,,
1267,-0.021313444,,,,
1268,0.289021112,,,,
1269,0.656498771,,,,
1270,1.034114594,,,,
1271,1.439862775,,,,
1272,1.033783907,,,,
1273,0.704133938,,,,
1274,0.438903211,,,,
1275,0.431212675,,,,
1276,-0.013917107,,,,
1277,-0.00780109,,,,
1278,0.452753422,,,,
1279,0.551043797,,,,
1280,0.819505336,,,,
1281,1.171698354,,,,
1282,1.425319839,,,,
1283,1.089380367,,,,
1284,0.739804051,,,,
1285,0.415210325,,,,
1286,0.12936546,,,,
1287,-0.164852365,,,,
1288,-0.389212341,,,,
1289,-0.505211939,,,,
1290,-0.63633731,,,,
1291,-0.737206709,,,,
1292,-0.849233324,,,,
1293,-0.944972661,,,,
1294,-1.011600055,,,,
1295,-1.086441659,,,,
1296,-1.120617895,,,,
1297,-1.122400124,,,,
1298,-1.074095821,,,,
1299,-1.023286055,,,,
1300,-0.898583536,,,,
1301,-0.760282925,,,,
1302,-0.547177727,,,,
1303,-0.348588263,,,,
1304,-0.035391657,,,,
1305,-0.051769141,,,,
1306,0.362249784,,,,
1307,0.719243674,,,,
1308,1.039092172,,,,
1309,1.337856434,,,,
1310,0.870904601,,,,
1311,0.484776337,,,,
1312,0.375177406,,,,
1313,0.369581158,,,,
1314,0.381954991,,,,
1315,0.375049108,,,,
1316,0.198394935,,,,
1317,0.132322879,,,,
1318,0.306400452,,,,
1319,0.494943635,,,,
1320,0.672089007,,,,
1321,0.836152128,,,,
1322,0.936645342,,,,
1323,1.013965673,,,,
1324,1.040107564,,,,
1325,0.998954814,,,,
1326,0.91140253,,,,
1327,0.761671673,,,,
1328,0.577355967,,,,
1329,0.342769497,,,,
1330,0.144043548,,,,
1331,-0.041884578,,,,
1332,0.353416528,,,,
1333,0.322661553,,,,
1334,0.315063281,,,,
1335,-0.100657553,,,,
1336,0.03265396,,,,
1337,0.145261443,,,,
1338,0.206077048,,,,
1339,0.210396935,,,,
1340,0.180065496,,,,
1341,0.131577203,,,,
1342,0.059284739,,,,
1343,0.00454563,,,,
1344,-0.006042851,,,,
1345,-0.009897284,,,,
1346,0.065566637,,,,
1347,0.117495308,,,,
1348,0.199479812,,,,
1349,0.234688838,,,,
1350,0.212544397,,,,
1351,0.155307351,,,,0.675
1352,0.104943965,,,,0.341
1353,-0.010979961,,,,0.685
1354,0.384157979,,,,2.761
1355,0.353237274,,,,1.231
1356,0.722080517,,,,2.347
1357,1.132649379,,,,2.229
1358,1.325312777,,,,0.9
1359,1.080905795,,,,-0.77
1360,0.925599528,,,,-0.744
1361,0.851682705,,,,0.431
1362,0.845979046,,,,2.85
1363,0.938679243,,,,2.378
1364,1.013984291,,,,2.502
1365,1.194596455,,,,0.003
1366,1.316952956,,,,0.189
1367,1.422474802,,,,0.48
1368,1.161500382,,,,3.781
1369,0.943244674,,,,-1.786
1370,0.767243052,,,,0.879
1371,0.646894019,,,,-1.46
1372,0.629570696,,,,1.446
1373,0.710430581,,,,1.011
1374,0.901444041,,,,3.884
1375,1.134717034,,,,0.429
1376,1.210463256,,,,-1.23
1377,1.065794405,,,,-0.027
1378,0.924262552,,,,2.737
1379,0.901041798,,,,0.986
1380,0.973822059,,,,0.864
1381,1.091179382,,,,2.788
1382,1.30004174,,,,1.092
1383,1.399959186,,,,-1.647
1384,1.201948286,,,,0.486
1385,0.993369973,,,,1.079
1386,0.34945183,,,,-0.143
1387,0.209191684,,,,-1.709
1388,0.09655179,,,,-0.698
1389,0.062603188,,,,0.667
1390,-0.030079317,,,,-1.051
1391,0.377439281,,,,0.943
1392,0.360780352,,,,0.564
1393,0.377026686,,,,1.504
1394,0.51140318,,,,3.19
1395,0.668405745,,,,1.138
1396,0.783133833,,,,-0.431
1397,0.84778435,,,,-1.255
1398,0.885155898,,,,-1.578
1399,0.800180723,,,,-2.404
1400,0.672274259,,,,-1.564
1401,0.462617497,,,,-1.027
1402,0.272231581,,,,2.218
1403,0.308672969,,,,2.945
1404,0.37204405,,,,4.323
1405,0.415594206,,,,1.811
1406,0.089187906,,,,-0.187
1407,0.235650148,,,,-0.588
1408,0.349624063,,,,0.138
1409,0.393520971,,,,2.405
1410,0.408603814,,,,-1.523
1411,0.29716326,,,,-0.394
1412,0.178380355,,,,2.38
1413,0.022573702,,,,-0.074
1414,0.362211134,,,,-0.794
1415,0.271058771,,,,-1.189
1416,0.241712972,,,,-0.241
1417,0.197561769,,,,2.716
1418,0.167669149,,,,2.133
1419,0.183327166,,,,0.023
1420,0.194634802,,,,1.178
1421,0.22182905,,,,0.779
1422,0.270266904,,,,-1.291
1423,0.305133556,,,,-0.846
1424,0.506250434,,,,0.903
1425,0.827384331,,,,2.918
1426,1.1251494,,,,0.864
1427,1.369734023,,,,0.67
1428,1.407560393,,,,2.673
1429,1.274291267,,,,1.543
1430,1.173138743,,,,1.35
1431,1.121554096,,,,0.283
1432,1.152650797,,,,2.767
1433,1.074226405,,,,1.389
1434,0.676436161,,,,0.478
1435,0.187240616,,,,-0.898
1436,-0.092007285,,,,0.258
1437,-0.092594307,,,,-0.445
1438,-0.09489344,,,,-0.796
1439,-0.072855469,,,,-0.686
1440,-0.036237711,,,,-1.292
1441,0.016670494,,,,0.221
1442,0.053059745,,,,2.108
1443,0.080134175,,,,0.255
1444,0.125843795,,,,-1.857
1445,0.157809216,,,,-3.036
1446,0.177409916,,,,-3.272
1447,0.202163728,,,,-0.441
1448,0.196771665,,,,-1.511
1449,0.203068758,,,,1.092
1450,0.206344176,0.09375,,,-1.601
1451,0.193698568,0.35301,,,1.306
1452,0.193845087,-0.01115,,,3.505
1453,0.207736795,-0.0238,,,-2.035
1454,0.647867702,-0.21249,,,-1.53
1455,1.080096904,0.03524,,,-1.407
1456,0.391965701,0.07526,,,-0.975
1457,-0.185002925,-0.19102,,,-1.506
1458,-0.563630255,-0.64263,,,-0.253
1459,-0.720860429,-0.63924,,,-1.201
1460,-0.791521792,0.1787,,,0.023
1461,-0.824807102,-0.24428,,,1.347
1462,-0.784485597,-0.10358,,,3.198
1463,-0.744737144,-0.30177,,,-0.338
1464,-0.630857064,-0.1783,,,0.385
1465,-0.56756191,-0.40435,,,-1.364
1466,-0.468712879,-0.55782,,,1.275
1467,-0.430012456,-0.40256,,,2.796
1468,-0.359523836,-0.22729,,,0.326
1469,-0.369726174,-0.35176,,,-0.065
1470,-0.383886005,-0.32524,,,-1.173
1471,-0.41364403,-0.24562,,,-2.698
1472,-0.864624318,-0.42976,,,-1.355
1473,-0.849523803,-0.05167,,,0.306
1474,-0.86450398,-0.49574,,,0.698
1475,-0.900515255,-0.77592,,,-0.101
1476,-0.920898583,-0.33656,,,0.926
1477,-0.936634812,-0.35915,,,0.418
1478,-0.425972775,-0.44168,,,1.566
1479,-0.355996391,-0.2521,,,1.06
1480,-0.234149353,-0.4593,,,2.485
1481,-0.020562685,-0.32519,,,0.418
1482,0.190087046,0.01632,,,0.872
1483,0.302256568,-0.32875,,,-0.359
1484,0.379921657,-0.22911,,,1.591
1485,0.362717663,-0.35547,,,2.868
1486,0.225248348,-0.27657,,,0.581
1487,0.025416917,-0.19188,,,-1.19
1488,-0.195356127,-0.08986,,,1.094
1489,-0.379628588,0.40088,,,1.415
1490,-0.460431205,-0.29335,,,-1.194
1491,-0.523568253,-0.37488,,,-1.694
1492,-0.592045331,0.04336,,,-0.206
1493,-0.574754808,-0.16002,,,2.776
1494,-0.592382911,-0.09757,,,1.483
1495,-0.574500443,-0.17999,,,-1.411
1496,-0.546011995,-0.02024,,,0.653
1497,-0.48504105,-0.54514,,,0.923
1498,-0.420681608,-0.29406,,,3.187
1499,-0.330740653,-0.16613,,,2.648
1500,-0.187001377,0.0416,,,1.09
1501,0.009018458,-0.56461,,,-1.291
1502,-0.241060892,-0.75835,,,-0.457
1503,0.052762045,-0.2237,,,0.154
1504,0.299407765,0.35132,,,2.076
1505,0.532062362,-0.40129,,,0.632
1506,0.724356795,-0.10533,,,-0.042
1507,0.912910592,-0.33119,,,0.596
1508,1.547598785,-0.19299,,,0.881
1509,1.230840002,-0.1848,,,0.086
1510,0.901959372,-0.15285,,,0.4
1511,0.618240533,-0.22675,,,2.869
1512,0.371060503,-0.23296,,,-2.551
1513,0.2677588,-0.50392,,,-1.088
1514,0.251854451,-0.05746,,,0.312
1515,0.216815019,-0.03109,,,0.735
1516,0.202330624,-0.27709,,,-1.283
1517,0.162408881,-0.60485,,,-0.519
1518,0.176128354,-0.37229,,,0.335
1519,0.167399311,-0.40651,,,0.823
1520,0.182396556,0.1169,,,2.293
1521,0.23751011,-0.01194,,,0.045
1522,0.244000635,-0.14611,,,-0.18
1523,0.326719337,-0.3844,,,0.975
1524,0.358112646,0.30141,,,0.777
1525,0.391780417,0.00876,,,0.346
1526,-0.009976024,-0.00483,,,4.403
1527,-0.013489657,0.22662,,,1.39
1528,-0.024328143,-0.28851,,,-1.89
1529,-0.008525653,-0.4978,,,2.316
1530,0.100787063,0.36162,,,1.276
1531,0.5520023,-0.41755,,,2.104
1532,1.068768239,-0.07752,,,-1.658
1533,0.870200816,-0.44919,,,-2.485
1534,0.542838931,-0.42772,,,0.141
1535,0.192108186,-0.29443,,,-0.447
1536,-0.094480469,-0.29126,,,-0.289
1537,-0.361509025,-0.2335,,,1.173
1538,-0.616938534,-0.50362,,,-3.995
1539,-0.30622356,-0.08775,,,0.113
1540,-0.343209463,-0.7568,,,-0.216
1541,-0.398482121,-0.73766,,,-1.375
1542,-0.427601893,-0.79699,,,-1.275
1543,-0.403056711,-0.62911,,,2.203
1544,-0.377622941,-1.21425,,,1.197
1545,-0.234980771,-0.40313,,,2.401
1546,-0.082418382,-0.45093,,,-0.659
1547,0.087092465,-0.90536,,,0.962
1548,0.254845463,-0.48367,,,0.658
1549,0.404944955,-0.32941,,,0.597
1550,0.521420684,0.00267,,,-0.041
1551,0.617521893,-0.33722,,,1.236
1552,0.278827515,-0.89403,,,-0.584
1553,0.466269088,-0.6135,,,1.089
1554,0.682881311,-0.57756,,,2.802
1555,0.887082307,-0.67291,,,2.036
1556,1.099023649,-0.50926,,,2.855
1557,1.152281096,-0.91712,,,1.201
1558,0.746957983,-0.28984,,,0.596
1559,0.38282588,-0.68762,,,-0.415
1560,0.570808837,-0.30328,,,-0.138
1561,0.433870327,-0.13845,,,0.908
1562,0.412189912,-0.35821,,,-0.105
1563,0.420779931,-0.31502,,,-1.78
1564,0.41975714,-0.24402,,,1.416
1565,0.430803752,0.20492,,,6.316
1566,0.415552228,-0.28077,,,0.947
1567,0.420768482,-0.4821,,,-0.594
1568,0.381782548,-0.30842,,,0.264
1569,0.364142416,0.05006,,,0.184
1570,0.355183841,-0.55333,,,0.81
1571,0.436268902,-0.52367,,,-0.868
1572,0.451042879,0.07062,,,0.278
1573,0.377227855,-0.05718,,,0.623
1574,0.246246658,-0.3269,,,2.293
1575,0.132025532,-0.62436,,,3.075
1576,0.084313714,-0.61011,,,-0.837
1577,0.047083896,-0.5762,,,-0.493
1578,0.017662352,-0.39431,,,-0.023
1579,0.000767106,-0.74608,,,-1.265
1580,-0.000880624,-0.41796,,,-0.067
1581,-0.036151398,-0.47831,,,2.836
1582,-0.016106077,-0.23391,,,2.241
1583,-0.007914288,-0.33986,,,1.301
1584,-0.001207377,-0.5177,,,-1.471
1585,0.017960368,-0.25034,,,-1.005
1586,0.016168731,-0.58193,,,0.112
1587,0.037020241,-1.01813,,,-1.404
1588,0.077978692,-0.30157,,,-0.653
1589,0.105665685,-0.33075,,,-3.236
1590,0.133255482,-0.15269,,,-3.902
1591,0.167721088,-0.52787,,,-0.085
1592,0.187060651,-0.64183,,,-0.02
1593,0.226109673,0.04912,,,-1.396
1594,0.256386157,-0.11158,,,2.663
1595,0.250628864,-0.42369,,,1.578
1596,0.263150209,-0.47466,,,0.629
1597,0.288032804,-0.58447,,,3.516
1598,0.277699615,0.1644,,,2.008
1599,0.360416931,-0.43711,,,0.71
1600,0.79961834,-1.03107,,,-2.069
1601,1.39607815,-0.71797,,,-1.249
1602,1.14090305,-0.54424,,,0.046
1603,0.518362051,-0.44308,,,0.573
1604,-0.332401603,-0.5595,,,1.03
1605,-0.595199408,0.13346,,,1.185
1606,-0.672909298,-0.21754,,0.108,0.827
1607,-0.739998975,-0.02401,,0.138,4.052
1608,-0.765758853,-0.08896,,0.157,-0.09
1609,-0.748484923,0.01414,,0.138,-0.443
1610,-0.712183962,-0.32176,,0.159,3.579
1611,-0.678594329,-0.26582,,0.218,0.232
1612,-0.657654689,-0.55293,,0.216,-0.236
1613,-0.637322896,-0.31912,,0.218,0.188
1614,-0.641892575,-0.04121,,0.211,1.623
1615,-0.655616106,-0.39988,,0.209,3.349
1616,-0.673773871,-0.29823,,0.238,0.522
1617,-0.646409078,-0.29551,,0.276,1.571
1618,0.19706289,-0.20813,,0.282,0.706
1619,0.716756377,-0.51846,,0.274,0.23
1620,1.247573737,-0.48487,,0.279,2.713
1621,1.005661158,-0.6141,,0.289,3.883
1622,0.308653748,0.05785,,0.264,1.649
1623,0.285692046,-0.22422,,0.271,-0.719
1624,0.324433528,-0.59216,,0.17,-0.126
1625,0.337168592,-0.45872,,0.161,-0.534
1626,0.352999345,-0.31536,,0.147,-0.912
1627,0.363906643,-0.5598,,0.172,1.08
1628,0.403594289,-0.30971,,0.163,-0.463
1629,-0.067148671,-0.62946,,0.116,4.569
1630,-0.062108491,-0.4881,,0.115,1.348
1631,-0.049874661,-0.14847,,0.118,0.424
1632,0.381610939,-0.41611,,0.077,-1.293
1633,0.377095021,0.29373,,-0.019,1.281
1634,0.329381731,0.36427,,-0.044,3.932
1635,0.289802681,-0.12479,,-0.061,4.437
1636,0.253694662,-0.2119,,-0.048,1.905
1637,0.200327138,-0.78188,,-0.037,-1.873
1638,0.192183839,-0.29485,,-0.04,-2.509
1639,0.587910203,0.01237,,-0.037,-0.348
1640,0.973240946,0.12275,,-0.049,0.746
1641,1.192770253,-0.46477,,-0.038,-2.908
1642,0.928451091,-0.64163,,-0.019,-2.255
1643,0.729683356,-0.16008,,0.013,-3.378
1644,0.517123513,-0.34707,,0.038,-1.204
1645,0.412089313,-0.50296,,0.107,-2.85
1646,0.348730455,0.16902,,0.157,1.47
1647,0.302940752,-0.29458,,0.179,3.614
1648,0.281518277,0.04093,,0.241,-0.107
1649,0.269164138,-0.28718,,0.207,1.075
1650,0.269972648,-0.19911,-0.018,0.217,-2.684
1651,-0.198483626,-0.45444,-0.012,0.182,2.607
1652,-0.137247276,-0.56865,-0.001,0.154,-1.145
1653,-0.057641822,-0.44109,0.011,0.123,-0.495
1654,-0.059827146,0.15442,0.02,0.075,-0.08
1655,-0.058433647,0.33973,0.029,0.062,1.8
1656,-0.065187572,-0.38577,0.035,0.019,3.974
1657,-0.087711268,0.10783,0.034,0.011,-0.322
1658,-0.126799471,-0.54103,0.02,0.001,-1.721
1659,-0.204201338,-0.67442,0.001,0.072,0.014
1660,0.297947203,0.24188,-0.004,0.05,1.036
1661,0.309126782,-0.53723,0.016,0.01,4.415
1662,0.341202048,-0.98975,0.05,0.059,0.711
1663,0.304930542,-0.37044,0.083,0.097,-2.549
1664,0.259499793,-0.36578,0.101,0.169,-2.196
1665,0.225818221,-0.58675,0.098,0.221,1.606
1666,0.238072531,-0.43398,0.076,0.249,-0.429
1667,0.254059112,-0.30122,0.036,0.268,-0.175
1668,0.306114247,-0.41628,-0.02,0.274,-0.94
1669,0.322910991,-0.56074,-0.077,0.287,-1.405
1670,0.327864039,-0.43039,-0.115,0.286,2.287
1671,-0.079015702,-0.46556,-0.117,0.279,3.317
1672,0.002868443,0.13091,-0.088,0.187,0.174
1673,0.023186941,-0.3272,-0.046,0.213,-0.442
1674,-0.022142728,-0.85252,-0.003,0.224,2.034
1675,-0.069696562,-0.55367,0.032,0.149,-1.438
1676,-0.071502809,-0.33299,0.054,0.089,-1.596
1677,-0.122361291,-0.81221,0.056,0.013,0.325
1678,-0.172588549,-0.74214,0.037,-0.028,-0.715
1679,-0.175887173,-0.29858,0.001,-0.037,0.051
1680,-0.194020619,-0.2482,-0.036,-0.013,0.254
1681,-0.162336989,-0.33364,-0.063,0.007,-0.483
1682,-0.1182525,-0.05015,-0.073,0.016,2.463
1683,-0.091816151,-0.32275,-0.071,-0.038,3.093
1684,0.053613507,-0.16813,-0.063,-0.028,-2.583
1685,0.182983073,-0.25507,-0.046,0.064,-4.396
1686,0.289543355,-0.09692,-0.023,0.048,-0.327
1687,0.324484414,-0.14336,0,0.039,2.118
1688,0.274329089,-0.37174,0.016,0.047,1.752
1689,0.717379309,-0.5384,0.021,0.122,0.568
1690,0.698596645,0.13709,0.02,0.18,1.144
1691,0.596846597,-0.83845,0.017,0.191,1.865
1692,0.444893699,-0.27084,0.017,0.189,5.411
1693,0.264885013,-0.1319,0.014,0.187,0.97
1694,0.128582196,-0.58678,0.007,0.155,0.9
1695,-0.051966402,-0.4475,0.001,0.127,3.668
1696,-0.13358582,-0.15545,-0.001,0.183,-0.992
1697,-0.206936717,-0.53826,0.003,0.2,0.379
1698,-0.185748582,-0.48197,0.006,0.189,0.975
1699,-0.134937223,-0.34817,0.004,0.25,0.353
1700,-0.030817749,-0.76781,-0.001,0.266,2.559
1701,0.12381579,-0.52173,-0.001,0.341,1.089
1702,0.288962994,-0.42112,0.005,0.337,1.979
1703,0.437257454,-0.18214,0.011,0.334,1.467
1704,0.528644235,-0.61913,0.007,0.373,0.496
1705,0.602394114,-0.57019,-0.005,0.4,-1.658
1706,0.666270205,-0.01289,-0.011,0.405,1.014
1707,0.677265258,-0.72292,-0.003,0.421,-1.845
1708,0.689721773,0.16336,0.016,0.447,-0.463
1709,0.709910933,-0.41096,0.042,0.441,1.284
1710,0.751102346,0.11018,0.069,0.434,1.713
1711,0.787944942,-0.43429,0.092,0.409,1.148
1712,0.86086756,-0.08852,0.096,0.378,1.397
1713,0.616269676,-0.3408,0.071,0.386,0.515
1714,0.577518298,-0.39113,0.014,0.352,1.779
1715,0.700539775,-0.72933,-0.053,0.338,-2.085
1716,0.822941483,-0.70233,-0.1,0.313,0.111
1717,1.47347262,-0.97655,-0.108,0.233,-2.064
1718,1.422582573,-0.18646,-0.081,0.197,-0.124
1719,1.054066389,-0.48056,-0.035,0.18,2.677
1720,0.66570037,-0.07486,0.018,0.206,3.291
1721,0.373249338,0.15526,0.068,0.184,3.879
1722,0.344677161,0.25774,0.098,0.174,2.655
1723,0.341609865,0.48503,0.092,0.22,4.236
1724,0.321109302,-1.0728,0.048,0.253,-0.654
1725,0.295959984,-0.7164,-0.016,0.25,-2.128
1726,0.297835834,-0.57417,-0.067,0.224,1.521
1727,0.286100202,-0.15234,-0.091,0.278,0.656
1728,0.258622778,-0.31127,-0.092,0.256,-1.619
1729,0.213581776,-0.28274,-0.074,0.271,-1.294
1730,0.211660914,-0.4995,-0.035,0.321,-3.644
1731,0.187514576,-0.87865,0.001,0.334,-1.687
1732,0.198216102,-0.61908,0.025,0.326,1.796
1733,0.188068591,-0.65614,0.039,0.298,-0.788
1734,0.21184015,-0.32113,0.037,0.339,-0.374
1735,0.210956959,-0.29806,0.013,0.361,-0.521
1736,0.24164133,-0.40718,-0.025,0.302,-3.575
1737,0.27938999,-0.07111,-0.058,0.258,-1.346
1738,0.302368054,-0.1469,-0.069,0.241,-0.187
1739,0.312140244,-0.05618,-0.058,0.275,-0.92
1740,0.358487687,0.5681,-0.037,0.234,2.055
1741,0.38865708,0.20573,-0.017,0.258,1.888
1742,0.395853788,-0.50648,0,0.216,-0.738
1743,0.65805715,-0.51897,0.015,0.21,0.803
1744,1.422913766,-0.15389,0.022,0.188,3.493
1745,1.062032293,-0.43744,0.015,0.154,2.588
1746,0.437680569,-0.52948,-0.001,0.151,4.162
1747,-0.111456702,0.07556,-0.011,0.099,5.05
1748,-0.494670165,0.15581,-0.006,0.064,-0.109
1749,-0.696528622,-0.23784,0.007,0.033,1.551
1750,-0.851496478,-0.25292,0.014,-0.034,-1.451
1751,-0.942921391,-0.37803,0.011,-0.066,2.391
1752,-0.958587486,-0.55208,0.005,-0.098,-0.523
1753,-0.935867171,-0.49194,0.004,-0.119,1.859
1754,-0.849364127,-0.5208,0.007,-0.163,-0.542
1755,-0.733921832,-0.2656,0.012,-0.151,3.173
1756,-0.563568798,-0.3813,0.022,-0.165,0.61
1757,-0.443819479,-0.50655,0.042,-0.182,-1.386
1758,-0.154520347,0.10294,0.066,-0.153,2.092
1759,0.103357092,-0.08596,0.075,-0.176,2.089
1760,0.315060372,-0.49224,0.06,-0.157,1.04
1761,0.484853258,-0.35232,0.028,-0.156,2.226
1762,0.605052128,-0.17134,-0.006,-0.195,-0.188
1763,0.690917911,0.40126,-0.03,-0.132,-0.216
1764,0.368498867,0.14683,-0.039,-0.108,2.027
1765,0.51237351,-0.39508,-0.031,-0.047,1.373
1766,0.55515688,-0.05211,-0.007,0.01,-0.451
1767,0.546257062,-0.29968,0.028,0.061,-2.328
1768,0.405064514,-0.04904,0.061,0.066,-1.484
1769,0.149489546,-0.01669,0.073,0.066,3.218
1770,-0.167997116,0.72921,0.058,0.054,1.574
1771,-0.573278884,0.02593,0.02,0.019,1.656
1772,-0.305920703,-0.53133,-0.026,0.035,-2.051
1773,-0.468765886,-0.2362,-0.066,-0.046,-1.547
1774,-0.594181621,-0.54318,-0.088,-0.113,-0.837
1775,-0.650665019,-0.47602,-0.088,-0.119,-1.844
1776,-0.662223828,-0.48224,-0.065,-0.224,0.248
1777,-0.524307773,-0.49618,-0.027,-0.241,-0.173
1778,-0.343201851,-0.90135,0.013,-0.309,-1.025
1779,-0.053228714,-0.92167,0.037,-0.338,0.26
1780,0.222445972,-0.55255,0.041,-0.38,0.205
1781,0.496129537,-0.69581,0.048,-0.376,-1.126
1782,0.773230145,-0.61336,0.025,-0.355,0.556
1783,0.986654673,0.02112,-0.003,-0.339,4.196
1784,1.175952412,-0.67092,-0.026,-0.367,1.736
1785,1.121087108,-0.84197,-0.032,-0.405,0.261
1786,1.139722938,-0.76028,-0.018,-0.335,-1.085
1787,1.260486533,-0.22345,0.007,-0.279,1.503
1788,1.282176259,-0.55193,0.032,-0.183,4.653
1789,1.172912694,-0.39751,0.049,-0.043,0.496
1790,0.948008175,-0.38284,0.056,-0.039,-1.142
1791,0.708641848,0.22674,0.05,-0.002,2.148
1792,0.408677875,0.27117,0.027,-0.01,5.741
1793,0.154483242,0.21195,-0.005,0.025,4.074
1794,-0.110082784,0.28347,-0.037,0.017,2.254
1795,-0.261417497,0.41058,-0.057,-0.031,3.668
1796,-0.341855143,-0.32867,-0.057,-0.036,1.232
1797,-0.323780563,-0.79143,-0.039,-0.003,-1.805
1798,-0.200021208,-0.21634,-0.01,0.072,-1.534
1799,-0.009282739,-0.11432,0.021,0.11,-0.325
1800,0.226969177,-0.07647,0.047,0.117,0.9
1801,0.493068961,-0.35713,0.061,0.087,-4.279
1802,0.722394485,-0.22736,0.059,0.096,-3.157
1803,0.507274183,-0.29163,0.035,0.08,-1.341
1804,0.743958451,0.41296,-0.003,0.085,4.236
1805,0.86901372,0.03721,-0.039,0.076,-0.885
1806,0.922566448,-0.65277,-0.054,0.081,-1.207
1807,0.810986846,0.19898,-0.043,0.065,-0.51
1808,0.571018554,-0.23944,-0.01,0.115,0.347
1809,0.197504726,-0.5286,0.028,0.151,-1.146
1810,-0.11871879,-0.5249,0.057,0.165,-0.858
1811,-0.235096833,-0.30265,0.067,0.129,0.936
1812,-0.486719925,-0.57336,0.059,0.099,-0.019
1813,-0.716012486,0.10373,0.039,0.153,-0.175
1814,-0.964653255,-0.3562,0.015,0.222,2.327
1815,-1.158474071,-0.32032,-0.011,0.209,1.69
1816,-1.324835308,-0.6821,-0.033,0.227,-0.248
1817,-1.420886937,-0.60918,-0.046,0.191,3.523
1818,-1.467760545,-0.61115,-0.043,0.174,1.411
